X1,LexikalischerFrame,KE1,KEE,KE2,Lesart,Schwierigkeit,Koerzion,No,Date,Genre,Bibl,ContextBefore,Hit,ContextAfter
ergießen,Fluidic_motion,Fluidic_motion.Fluid,Fluid_motion.Fluid,Fluidic_motion.Path,neutral,x,1,3135,38718,Belletristik,"Düffel, John von: Vom Wasser, München: dtv 2006, S. 62","Fünfhundert Meter vor der Mißgunst, wenige Meter vor der Stelle, an der sein Vater ertrunken war, setzte mein Urgroßvater ein Wehr, eine Wasserweiche, von wo aus er einen Abzugsgraben ziehen ließ, der das schwarze Wasser der Orpe mit dem pappelumstandenen Silberwasser der Diemel verband.","Wurden die Schleusen des Abzugsgrabens geöffnet und die Wehre der Orpe heruntergelassen, so floß das Orpewasser ab, ergoß sich in die Diemel, und die Gründe des Harkemanns lagen bloß.",Kniehohes Wasser stand in dem verschlungenen Flußbett mit seinen hohlwegartigen Ufern.
mengen,Cause_to_amalgamate,Cause_to_amalgamate.Agent,Motion.Theme+Cause_to_amalgamate.Part_1,Motion.Goal+Cause_to_amalgamate.Part_2,neutral,x,4,3141,38718,Belletristik,"Düffel, John von: Vom Wasser, München: dtv 2006, S. 69","Ein kühler Hauch zieht über das glatte, stille Wasser an den Rändern und macht es frösteln wie Haut.","Lichtgarben und Wolkenschatten mengen sich in den Strom, der in seiner Meeresgrüne schäumend aufblitzt.","Strahlengitter durchleuchten seine Tiefe, die sich dann wieder unter Schatten verschließt."
mischen,Cause_to_amalgamate,Cause_to_amalgamate.Agent,Motion.Theme+Cause_to_amalgamate.Part_1,Motion.Goal+Cause_to_amalgamate.Part_2,neutral,x,4,3150,38718,Belletristik,"Düffel, John von: Vom Wasser, München: dtv 2006, S. 93","Er soll gesagt haben, daß der Auftrag, die Papier- und Pappenfabrik von Generation zu Generation zum Erfolg zu führen, laut Erbrecht und Tradition auf den Erstgeborenen überginge, und daran, sagte er, wolle auch er nicht das Geringste ändern.","Aber der Krieg sei eine Ausnahmesituation, gewissermaßen ein Notstand, und er sähe sich gezwungen, für seine beiden Brüder in die Bresche zu springen und die Fabrik nach bestem Wissen und Gewissen so lange zu führen, bis ihre Rückkehr die Fortsetzung – und an dieser Stelle soll er unterbrochen worden sein durch einen Zwischenruf, der den Krieg eine Notwendigkeit und keinen Notstand nannte und daß es nur Feiglingen einfallen könne, aus der Tapferkeit der andern heimtückisch und hinterrücks Kapital zu schlagen, und eine Vielzahl von Stimmen mischte sich in diesen Zwischenruf, schimpfende, empörte, protestierende, heisere, dröhnende, höhnische Stimmen.","Der Krüppel, der seinen gewaltigen Körper mit durchgestreckten Armen auf die Brüstung des Portals stützte, schwieg."
werfen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),manner,c,1,3172,38718,Belletristik,"Düffel, John von: Vom Wasser, München: dtv 2006, S. 187",Einer der Wachsoldaten hatte die Nerven verloren und drauflos gefeuert.,"Die Gefangenen warfen sich flach auf den Boden, in den Staub des Feldwegs, und wagten nicht, sich zu rühren.","Keiner wußte, wer getroffen war, ob es überhaupt jemanden, und wenn ja, wen es erwischt hatte."
begeben,Motion,Motion.Theme,NA,Motion.Goal,neutral,x,1,3173,38718,Belletristik,"Düffel, John von: Vom Wasser, München: dtv 2006, S. 192",Die übrigen Fährgäste haben Platz genommen.,Keiner begibt sich in die holzhüttenartige Kabine.,"Sie bleiben in der Nähe des Wassers, das die Nacht sternenlos zurückwirft, und sind schweigsamer als noch zuvor an Land."
bringen,Bringing,Bringing.Agent,Bringing.Theme,Bringing.Goal,neutral,x,1,3185,38718,Belletristik,"Düffel, John von: Vom Wasser, München: dtv 2006, S. 272","Und alle Anwesenden schwiegen zu diesen Bezichtigungen, von denen sie wußten, daß sie nicht stimmten, nicht stimmen konnten.","Sie schwiegen und brachten sich in Sicherheit vor seinem ungerechten Zorn, vor dem zertrümmerten Geschirr und den Splittern des Stabelstocks, die berstend durch die Luft flogen, hier in diesem Raum des alten Herrenhauses, im Eßzimmer, vor vielen Jahren.",Es war einer der gewaltigsten und maßlosesten Zornesausbrüche unseres Großvaters.
legen,Placing,Placing.Agent,Placing.Theme,Placing.Goal,neutral,x,1,3189,38718,Belletristik,"Glavinic, Thomas: Die Arbeit der Nacht, München Wien: Carl Hanser Verlag 2006, S. 40",In der Zimmerbar wartete eine Flasche Champagner.,"Es erschien ihm zwar nicht sehr passend, aber er legte sich mit einem Glas in die Wanne.","Er nahm einen Schluck, schloß die Augen."
legen,Placing,Placing.Agent,Placing.Theme,Placing.Goal,neutral,x,1,3195,38718,Belletristik,"Glavinic, Thomas: Die Arbeit der Nacht, München Wien: Carl Hanser Verlag 2006, S. 62","Mit geschlossenen Augen betastete er Türgriffe, die sich gleich anfühlten wie damals.",Er legte sich in das fremde Bett.,"Als er an die Decke blickte, wurde ihm schwindlig."
zittern,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),manner,a,1,3219,38718,Belletristik,"Glavinic, Thomas: Die Arbeit der Nacht, München Wien: Carl Hanser Verlag 2006, S. 167","Anstatt sich in die Wohnung zu quälen, hätte er sich ins Auto setzen und die Heizung andrehen sollen.","Er zitterte sich in einen Dämmerschlaf, von dem er nicht wußte, ob er zehn Minuten dauerte oder drei Stunden.","Als er daraus auftauchte, klapperten seine Zähne wild aufeinander."
einfühlen,Others_situation_as_stimulus,Others_situation_as_stimulus.Experiencer,Motion.Theme,Motion.Goal+Others_situation_as_stimulus.Situation,manner,x,5,3223,38718,Belletristik,"Glavinic, Thomas: Die Arbeit der Nacht, München Wien: Carl Hanser Verlag 2006, S. 179",Er hatte nie gern Geld ausgegeben.,"Jonas versuchte sich in den Jungen einzufühlen, der er damals gewesen war.",Er lag hier.
drehen,Cause_to_move_in_place,Cause_to_move_in_place.Agent,Cause_to_move_in_place.Theme,Cause_to_move_in_place.(Direction),neutral,x,1,3237,38718,Belletristik,"Glavinic, Thomas: Die Arbeit der Nacht, München Wien: Carl Hanser Verlag 2006, S. 273",Es kam von rechts.,"Er stürmte nicht sofort los, er drehte sich in alle Richtungen.","Niemand da, der ihn beobachtete."
mischen,Cause_to_amalgamate,Cause_to_amalgamate.Agent,Motion.Theme+Cause_to_amalgamate.Part_1,Motion.Goal+Cause_to_amalgamate.Part_2,neutral,x,4,3258,38718,Belletristik,"Krausser, Helmut: Eros, Köln: DuMont 2006, S. 52","Mein Vater, in seinem geliebten Plüschsessel, summte leise mit.","Mir verging die Lust auf Musik, falsche Töne mischten sich in mein Spiel.",»Kind! Du kannst es doch!
biegen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),neutral,x,1,3280,38718,Belletristik,"Krausser, Helmut: Eros, Köln: DuMont 2006, S. 239","Ich war ihr nicht völlig gleichgültig. Können Sie sich vorstellen, was das für mich bedeutete? «","Bei der Erinnerung daran verlor Alexander die Fassung, schluchzte und bog sich tief in seinen Sessel zurück.",Wir brachen die Sitzung ab.
begeben,Motion,Motion.Theme,NA,Motion.Goal,neutral,b,1,3285,38718,Belletristik,"Krausser, Helmut: Eros, Köln: DuMont 2006, S. 255","Jede meiner Bewegungen drohte, an einem Dominostein hängenzubleiben, mit fatalen Folgen.","Ich begab mich persönlich in Gefahr, die Stasi hätte sicher kaum Rücksicht auf mich genommen, und nur, weil ich soviel Geld besaß, waren überhaupt vorsichtige Kontakte möglich.",Das war das Gute an der Deutschen Demokratischen Republik – sie brauchte immer Geld.
begeben,Motion,Motion.Theme,NA,Motion.Goal,neutral,x,1,3313,38718,Belletristik,"Noll, Ingrid: Ladylike, Zürich: Diogenes 2006, S. 137",Immerhin tauscht sie ihre komischen Schuhe noch gegen Gummistiefel aus.,Auch ich begebe mich in den Garten und pflücke mir ein bescheidenes Sträußchen kriechender Kapuzinerkresse.,"Die Blüten in leuchtendem Orange, Gelb oder Blutrot und die erbsengrünen, schildförmigen Blätter sollen in einer gläsernen Kugelvase mein Schlafzimmer aufpeppen."
mischen,Cause_to_amalgamate,Cause_to_amalgamate.Agent,Motion.Theme+Cause_to_amalgamate.Part_1,Motion.Goal+Cause_to_amalgamate.Part_2,neutral,x,4,3341,38718,Wissenschaft,"Lepenies, Wolf: Kultur und Politik, München, Wien: Carl Hanser Verlag 2006, S. 103","Goebbels, 6. Februar 1942; Tagebücher II/3, S. 263.","In Frankreich mischte sich in die Bewunderung der politischen Rechten für den deutschen Nationalsozialismus Neid, weil sie darin den legitimen Erben der faschistischen Bewegungen sah, die ihren Ursprung in Latein-Europa hatten.","Sie musste sich eingestehen, dass einzig der Nationalsozialismus in der Lage sein würde, dem verhassten »demoliberalen Jahrhundert«, wie Mussolini es nannte, seinen Stempel aufzudrücken."
werfen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),manner,x,1,3403,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 69","Männer, Frauen und Kinder, das ganze Dorf kam gelaufen und brachte heißen Tee und Brandy, aber keiner hatte sich bisher ans Ufer retten können.",Joshua Rogers und Greens Sohn Jacob warfen sich schließlich in die Brandung und schwammen zum Wrack.,"Ein Matrose sprang aus den Webeleinen, kam mit dem Kopf wieder hoch und wurde von beiden an den Strand gebracht."
schleichen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,x,1,3410,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 125","Sie führte dazu, daß der nun allseits wie ein bunter Hund bekannte und zu einer Art Römer Stadtmusikant gewordene Cosimo Barabello zum Altvorderen meiner Familie werden konnte.","Er schien viele Qualitäten besessen zu haben, bloß dickhäutig war er nicht; und so zog er in seinem nicht erkalten wollenden Koller auf die päpstliche Kirche den Rock aus und entdeckte sich darunter als Mann – worin ich ihn wiedererkenne, ist in seinem Zorn und in der Tatsache, daß sich mit mir ebenfalls wieder etwas Sonntagsschreiberisches in meine Familie eingeschlichen hat.","Nur schade, daß dieser Umstand nicht ausreicht, um die Unkosten meines Spleens zu bestreiten."
drängen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,a,1,3429,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 274","Die verbleibenden 38 Mann Besatzung dagegen haben sich bereits in scharlachrotes Segeltuch gekleidet, Turbane aus weißem Musselin auf dem Kopf, das Fell der See-Elefanten um die Füße gewickelt.","Ein paar Planen sind als Zelte aufgespannt, in die sich drängt, wer kann; die anderen verkriechen sich vor dem Regen in Fässer, hier die Besatzung, dort die Passagiere, die Flöhe, die sich mit an Land retten konnten, überall.","Am Strand findet die Lotterie einer auf den Kopf gestellten Welt statt, in der die bescheidensten Dinge zu den wertvollsten werden und sich zumeist nur findet, was gar nicht gebraucht wird; Lavendel und Honigwasser aus Fläschchen."
stürzen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,b,1,3438,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 310","Sie liest mir die Traurigkeit vom Gesicht ab und fragt, was mit mir ist.","Ich rede ironisch und nichtssagend vom Schmerz der Liebe und stürze mich in Ausflüchte, weil ich sie selber nicht wahrhaben will, und es gelingt mir meist, auch mich selbst damit zu beschwichtigen.","Maria dringt nicht weiter in mich ein; das ist der Respekt, den sie meinem Alter entgegenbringt."
retten,Rescuing,Rescuing.Agent,Motion.Theme+Rescuing.Patient,Motion.Goal,means,a,6,3483,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 513",Wir warten.,"Ich weiß, daß sie mir alles aus dem Gesicht ablesen kann, will es nicht dazu kommen lassen, werde immer linkischer und rette mich in die Einsilbigkeit.",Wir haben uns nichts mehr zu sagen.
drücken,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,a,1,3489,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 532",Am Morgen gehe ich mit Ben zur Messe.,"Die Siedler mit steifen Gesichtern und im Feiertagsstaat drücken sich beim Klingeln in die Bänke, wir Männer, unsere Mützen in Händen, auf der einen Seite des Mittelgangs, die Frauen auf der anderen, die Arme im Schoß, alle so unsicher und linkisch wie je, als würde die Messe ihnen auf ewig ein fremdes und nur halbverständliches Ritual bleiben.","Barrow steht immer noch hinter einem alten Lehrpult, das als Kanzel dient."
heben,Cause_motion,Cause_motion.Agent,Cause_motion.Theme,Cause_motion.Goal,neutral,x,1,3492,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 543","Das Licht aus der Barracke reicht über das Wasser, ich bin in ihr jetzt, stoße, das ist das Ufer und Gras, die Augen halb geschlossen, mein Kinn auf ihrem, da ist Schweiß auf ihrer Oberlippe.","Dann hebt sich ihr Kopf lang in die Stille hinein, ich komme in ihr, Marah krümmt sich weiter vom Boden weg.","Das ist es also gewesen, unser erstes Mal."
pressen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,a,1,3496,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 548","Dann streckt sie sich neben mir aus, läßt aber ihr Kleid an und sagt, ich soll vorsichtig sein.","Ich begreife noch immer nicht, aber sie nimmt mich, und ich presse mich in sie, sie zuckt zusammen, ich beiße mir auf die Lippen, meine Knie an ihren Kniekehlen, den Mund in ihrem Haar, ihr Kopf zu mir gedreht, daß ich ihre Augenwinkel sehe.","Wir sind zu eng ineinander, um noch zu fühlen, wo wir anfangen und wo enden, wir bewegen uns kaum, bis ich ganz in sie eingedrungen bin, ich umschließe sie mit meinen Armen und atme über ihre Schulter, und das ist meine Liebe und die ihre, mit jedem Schmerz zuerst, bis er aufhört, aber es ist keiner von uns beiden."
werfen,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),manner,x,1,3505,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 617","Ein Wal durchbrach die Wellen vor uns und überzog uns mit seiner Sprüh aus Atem und Salz, ein feiner Nebel, der zu warmen, glitschigen Tröpfchen kondensierte, nach Krill und Fisch stinkend.","Er warf sich empor in den Himmel, und wir starrten auf zu dem Schwarz des Walschädels hoch über dem Boot, sahen die dunklen Barten und die steife rosa Planke der Zunge im Maul, die Kiefer sich um die Luft schließen.","Dabei drehte er sich in seinem Aufschnellen noch auf den Rücken und donnerte einen Herzschlag später zurück ins Meer, die mit walnußgroßen Seepocken übersäte Finne schrammte an unserem Rumpf entlang und drückte unser leichtes Boot wie spielerisch beiseite, in einen Maelstrom aufgeworfenen Wassers, stampfend und schlingernd, während der Wal untertauchte mit einem einzigen harten Schlag seiner Fluke, die eine schlierige Schicht zurückließ."
erheben,Motion_directional,Motion_directional.Theme,NA,Motion_directional.Goal,neutral,x,1,3509,38718,Belletristik,"Schrott, Raoul: Tristan da Cunha oder die Hälfte der Erde; Hanser Verlag 2003, S. 636",Tristan da Cunha.,"Hinter der Siedlung erhebt sich der Berg steil in die Wolken; die Hochebene selbst fällt noch einmal hundert Fuß auf ein mit Felswacken übersätes Ufer ab, eine kleine Bucht darin.","Boote liegen dort, an Land gezogen."
mischen,Cause_to_amalgamate,Cause_to_amalgamate.Agent,Motion.Theme+Cause_to_amalgamate.Part_1,Motion.Goal+Cause_to_amalgamate.Part_2,neutral,c,4,3529,38718,Belletristik,"Venske, Regula: Marthes Vision, Frankfurt am Main: Eichborn Verlag 2006, S. 11","Das Zimmer ist in ein grauviolettes Licht getaucht, die Jalousien sind nicht heruntergelassen.","Die Lichter der Stadt leuchten ins Zimmer, ein fahler Mond mischt sich müde in das blausilberne Geflacker hinein.","Vor ihr liegt der Mann lang ausgestreckt auf einer schmalen Couch, die an ein Feldbett erinnert."
mischen,Cause_to_amalgamate,Cause_to_amalgamate.Agent,Motion.Theme+Cause_to_amalgamate.Part_1,Motion.Goal+Cause_to_amalgamate.Part_2,neutral,x,4,3533,38718,Belletristik,"Venske, Regula: Marthes Vision, Frankfurt am Main: Eichborn Verlag 2006, S. 39","Woher die Dämpfe kommen, siehst du nicht, sie wabern so dicht um dich herum, daß es scheint, als befändest du dich in einer vollkommenen Schwärze.","Aber in diese Dunkelheit hinein mischt sich die Pest in ihren eigenen Farben, weißlichgrau, schnoddergelb.","Den rechten Arm preßt du eng gegen den Körper, damit das Badehandtuch nicht auf den Boden der Hölle fällt, mit der linken Hand hältst du es noch zusätzlich am Zipfel."
mischen,Cause_to_amalgamate,Cause_to_amalgamate.Agent,Motion.Theme+Cause_to_amalgamate.Part_1,Motion.Goal+Cause_to_amalgamate.Part_2,neutral,c,4,3546,38718,Belletristik,"Venske, Regula: Marthes Vision, Frankfurt am Main: Eichborn Verlag 2006, S. 110","Das Zimmer ist in ein grauviolettes Licht getaucht, die Jalousien sind nicht heruntergelassen.","Die Lichter der Stadt leuchten ins Zimmer, ein fahler Mond mischt sich müde in das blausilberne Geflacker hinein.","Vor ihr liegt der Mann lang ausgestreckt auf einer schmalen Couch, die an ein Feldbett erinnert."
recken,Body_movement,Body_movement.Agent,Body_movement.Body_part,Body_movement.(Goal),manner,x,1,3552,38718,Belletristik,"Venske, Regula: Marthes Vision, Frankfurt am Main: Eichborn Verlag 2006, S. 179",Dein rechter Mittelfinger grinst dich an mit seinem Gesicht.,"»Still gestanden!«, Zeigefinger und Ringfinger salutieren und stehen stramm, auch die Kleinen recken sich steif in die Höhe und geben sich alle Mühe, daß sie mithalten in diesem Reigen.","Nur die Daumen müssen wieder aus der Reihe tanzen, treiben Schabernack und kommen zu spät zum Appell, und während sie die Revolution proben, ist dir, als hörtest du seine brüchige Stimme und atmetest seinen fauligen Atem."
stürzen,Self_motion,Self_motion.Self_mover,NA,Self_motion.Goal,manner,b,1,3553,38718,Belletristik,"Venske, Regula: Marthes Vision, Frankfurt am Main: Eichborn Verlag 2006, S. 181",Würden immer das Schlimmste vermuten.,Stürzten sich aus Angst vor dem Tod in die Schlacht.,Schwachsinnige Pazifistenlogik.
